age,gender,no_of_siblings,mother_occupation,mother_monthly_income,father_occupation,father_monthly_income,average_grade_g12,average_grade_first_year,grades_understanding_self,grades_purposive_communication,grades_art_appreciation,grades_sts,grades_environmental_science,grades_intermediate_programming,grades_discrete_mathematics,grades_contemporary_world_with_peace_education,grades_mathematics_in_the_modern_world,grades_introduction_computing,grades_fundamentals_of_programming,study_hours,study_strategies,regular_study_schedule,attendance_rate,class_participation,time_management_rating,study_deadlines_frequency,motivation_level,engagement_level,stress_frequency,coping_effectiveness,graduate_on_time
22,M,3,Clerk,25000,Security Guard,19000,76,74.4,80.0,73.0,82.0,73.0,77.0,79.0,70.0,73.0,70.0,71.0,70.0,5-10 hours,Always,1,71-90%,Not at all,Excellent,Sometimes,Extremely motivated,Very engaged,Never,Moderately effective,0
18,F,2,Housekeeper,15000,Accountant,33000,88,74.3,74.0,76.0,74.0,75.0,71.0,84.0,72.0,70.0,73.0,72.0,76.0,5-10 hours,Always,1,Less than 50%,Slightly,Fair,Always,Very motivated,Slightly engaged,Rarely,Extremely effective,0
19,M,1,Software Developer,65000,Teacher,30000,85,74.3,71.0,79.0,75.0,78.0,81.0,72.0,71.0,76.0,73.0,70.0,71.0,16-20 hours,Sometimes,1,More than 90%,Very actively,Good,Sometimes,Very motivated,Slightly engaged,Rarely,Extremely effective,0
20,F,2,Teacher,32000,Engineer,55000,81,74.1,73.0,70.0,78.0,83.0,70.0,72.0,75.0,70.0,77.0,72.0,75.0,5-10 hours,Often,1,71-90%,Extremely actively,Poor,Always,Not motivated,Very engaged,Never,Extremely effective,0
21,M,3,Clerk,27000,Security Guard,21000,83,74.5,73.0,73.0,72.0,70.0,82.0,83.0,70.0,77.0,70.0,74.0,75.0,More than 20 hours,Rarely,0,50-70%,Moderately,Fair,Always,Very motivated,Slightly engaged,Often,Moderately effective,0
22,F,1,Marketing Manager,50000,Clerk,17000,86,73.2,72.0,74.0,80.0,75.0,70.0,70.0,75.0,74.0,73.0,70.0,72.0,5-10 hours,Always,1,71-90%,Slightly,Good,Often,Extremely motivated,Very engaged,Rarely,Extremely effective,0
18,M,2,Data Entry Clerk,22000,Pharmacist,60000,84,74.2,76.0,76.0,71.0,76.0,76.0,72.0,72.0,70.0,74.0,81.0,72.0,Less than 5 hours,Always,1,More than 90%,Not at all,Good,Always,Very motivated,Very engaged,Sometimes,Extremely effective,0
20,F,1,Sales Manager,45000,Mechanic,27000,82,74.0,70.0,81.0,70.0,71.0,75.0,77.0,71.0,76.0,71.0,72.0,80.0,5-10 hours,Rarely,1,50-70%,Not at all,Fair,Always,Very motivated,Very engaged,Rarely,Very effective,0
21,M,3,Nurse,38000,Accountant,36000,80,74.1,70.0,76.0,71.0,75.0,73.0,74.0,74.0,71.0,84.0,70.0,77.0,5-10 hours,Often,1,Less than 50%,Not at all,Poor,Sometimes,Not motivated,Moderately engaged,Sometimes,Very effective,0
22,F,2,Teacher,33000,Doctor,40000,75,74.1,70.0,73.0,80.0,71.0,78.0,75.0,74.0,81.0,71.0,70.0,72.0,5-10 hours,Always,1,71-90%,Slightly,Excellent,Always,Very motivated,Very engaged,Rarely,Moderately effective,0
19,M,2,Engineer,60000,Sales Assistant,23000,78,73.6,71.0,72.0,72.0,74.0,73.0,81.0,71.0,73.0,71.0,73.0,79.0,5-10 hours,Rarely,0,Less than 50%,Not at all,Excellent,Always,Very motivated,Moderately engaged,Never,Extremely effective,0
18,F,3,Housekeeper,15000,Security Guard,20000,88,74.1,73.0,71.0,72.0,81.0,74.0,77.0,77.0,73.0,70.0,74.0,73.0,11-15 hours,Often,1,71-90%,Slightly,Fair,Often,Very motivated,Very engaged,Never,Not effective,0
21,M,2,Software Developer,65000,Teacher,30000,85,74.0,70.0,82.0,85.0,79.0,71.0,71.0,71.0,71.0,74.0,70.0,70.0,Less than 5 hours,Rarely,1,71-90%,Very actively,Good,Rarely,Very motivated,Very engaged,Often,Very effective,0
22,F,1,Clerk,25000,Engineer,55000,79,74.5,75.0,71.0,70.0,77.0,85.0,71.0,74.0,71.0,72.0,73.0,80.0,Less than 5 hours,Sometimes,0,71-90%,Moderately,Excellent,Always,Very motivated,Extremely engaged,Sometimes,Very effective,0
20,M,2,Teacher,30000,Clerk,18000,80,73.4,74.0,76.0,74.0,70.0,74.0,70.0,78.0,70.0,74.0,77.0,70.0,16-20 hours,Sometimes,1,71-90%,Slightly,Good,Often,Extremely motivated,Very engaged,Rarely,Moderately effective,0
19,F,1,Marketing Manager,50000,Security Guard,19000,85,74.5,70.0,74.0,71.0,70.0,80.0,73.0,83.0,77.0,72.0,78.0,71.0,11-15 hours,Sometimes,1,More than 90%,Very actively,Excellent,Sometimes,Extremely motivated,Moderately engaged,Sometimes,Very effective,0
18,F,1,housewife,0,janitor,18000,77,74.4,73.0,85.0,76.0,71.0,70.0,72.0,72.0,75.0,73.0,81.0,70.0,5-10 hours,Sometimes,0,Less than 50%,Very actively,Good,Sometimes,Very motivated,Very engaged,Never,Not effective,0
19,M,2,teacher,25000,driver,20000,84,73.3,74.0,78.0,71.0,75.0,70.0,72.0,70.0,75.0,78.0,71.0,72.0,Less than 5 hours,Sometimes,1,More than 90%,Very actively,Good,Always,Very motivated,Very engaged,Often,Very effective,0
20,F,3,nurse,30000,engineer,35000,91,73.5,82.0,77.0,73.0,71.0,75.0,73.0,70.0,73.0,71.0,73.0,71.0,5-10 hours,Often,0,71-90%,Not at all,Poor,Rarely,Extremely motivated,Slightly engaged,Often,Moderately effective,0
18,M,4,office clerk,20000,construction worker,22000,81,74.1,75.0,70.0,71.0,73.0,80.0,75.0,73.0,72.0,76.0,71.0,79.0,More than 20 hours,Often,1,Less than 50%,Very actively,Fair,Often,Very motivated,Moderately engaged,Often,Very effective,0
19,F,5,vendor,10000,security guard,12000,76,73.9,76.0,71.0,70.0,73.0,78.0,76.0,71.0,83.0,71.0,72.0,72.0,16-20 hours,Often,0,Less than 50%,Not at all,Good,Often,Extremely motivated,Very engaged,Often,Not effective,0
20,M,2,teacher,25000,driver,20000,86,74.4,72.0,80.0,70.0,70.0,74.0,73.0,70.0,74.0,84.0,81.0,70.0,Less than 5 hours,Often,1,More than 90%,Not at all,Good,Often,Very motivated,Very engaged,Rarely,Not effective,0
18,F,3,nurse,30000,engineer,35000,95,74.5,79.0,70.0,72.0,74.0,72.0,78.0,74.0,75.0,77.0,75.0,73.0,5-10 hours,Sometimes,1,More than 90%,Slightly,Poor,Always,Extremely motivated,Extremely engaged,Often,Extremely effective,0
19,M,1,housewife,0,janitor,18000,77,74.3,70.0,71.0,70.0,70.0,75.0,76.0,84.0,77.0,80.0,71.0,73.0,11-15 hours,Never,0,71-90%,Very actively,Good,Rarely,Very motivated,Very engaged,Often,Not effective,0
20,F,4,office clerk,20000,construction worker,22000,82,74.3,84.0,72.0,75.0,70.0,71.0,72.0,74.0,72.0,81.0,72.0,74.0,Less than 5 hours,Rarely,1,Less than 50%,Moderately,Good,Always,Very motivated,Very engaged,Often,Very effective,0
18,M,5,vendor,10000,security guard,12000,76,74.5,74.0,70.0,71.0,72.0,80.0,85.0,71.0,75.0,72.0,71.0,78.0,16-20 hours,Rarely,1,Less than 50%,Not at all,Good,Sometimes,Very motivated,Slightly engaged,Often,Extremely effective,0
19,F,2,teacher,25000,driver,20000,88,74.4,70.0,85.0,71.0,73.0,77.0,82.0,70.0,71.0,71.0,77.0,71.0,Less than 5 hours,Often,1,Less than 50%,Moderately,Fair,Sometimes,Very motivated,Slightly engaged,Sometimes,Very effective,0
20,M,3,nurse,30000,engineer,35000,93,73.4,77.0,71.0,70.0,81.0,73.0,75.0,70.0,71.0,71.0,78.0,70.0,16-20 hours,Rarely,1,50-70%,Very actively,Good,Always,Extremely motivated,Moderately engaged,Never,Moderately effective,0
18,F,1,housewife,0,janitor,18000,78,73.5,71.0,72.0,82.0,70.0,85.0,71.0,70.0,71.0,74.0,72.0,70.0,5-10 hours,Sometimes,0,71-90%,Slightly,Fair,Often,Very motivated,Very engaged,Often,Moderately effective,0
19,M,4,office clerk,20000,construction worker,22000,80,73.4,71.0,70.0,78.0,78.0,76.0,70.0,72.0,72.0,75.0,73.0,72.0,Less than 5 hours,Always,1,Less than 50%,Not at all,Good,Sometimes,Not motivated,Extremely engaged,Often,Very effective,0
20,F,5,vendor,10000,security guard,12000,76,74.2,82.0,70.0,79.0,73.0,70.0,71.0,83.0,74.0,71.0,70.0,73.0,11-15 hours,Always,0,71-90%,Moderately,Good,Often,Very motivated,Extremely engaged,Never,Very effective,0
18,M,2,teacher,25000,driver,20000,90,74.5,75.0,77.0,71.0,73.0,71.0,71.0,81.0,70.0,75.0,83.0,72.0,Less than 5 hours,Sometimes,1,More than 90%,Not at all,Excellent,Always,Very motivated,Very engaged,Often,Extremely effective,0
19,F,3,nurse,30000,engineer,35000,94,74.4,78.0,73.0,72.0,71.0,84.0,75.0,71.0,71.0,71.0,73.0,79.0,16-20 hours,Sometimes,1,71-90%,Slightly,Excellent,Often,Very motivated,Very engaged,Sometimes,Moderately effective,0
20,M,1,housewife,0,janitor,18000,76,74.4,74.0,80.0,76.0,83.0,75.0,70.0,75.0,73.0,71.0,71.0,70.0,16-20 hours,Always,1,71-90%,Slightly,Poor,Always,Very motivated,Moderately engaged,Never,Very effective,0
18,F,4,office clerk,20000,construction worker,22000,79,74.5,70.0,78.0,71.0,70.0,83.0,70.0,80.0,71.0,71.0,74.0,81.0,5-10 hours,Often,1,71-90%,Moderately,Good,Often,Moderately motivated,Moderately engaged,Rarely,Very effective,0
19,M,5,vendor,10000,security guard,12000,76,74.5,71.0,72.0,70.0,70.0,73.0,77.0,72.0,82.0,80.0,81.0,71.0,5-10 hours,Always,0,71-90%,Moderately,Fair,Sometimes,Very motivated,Moderately engaged,Sometimes,Very effective,0
20,F,2,teacher,25000,driver,20000,87,73.6,71.0,80.0,71.0,75.0,70.0,75.0,75.0,71.0,79.0,70.0,73.0,16-20 hours,Often,1,Less than 50%,Slightly,Good,Often,Very motivated,Slightly engaged,Rarely,Extremely effective,0
18,M,3,nurse,30000,engineer,35000,93,74.0,71.0,71.0,76.0,70.0,71.0,78.0,72.0,71.0,85.0,73.0,76.0,11-15 hours,Rarely,1,50-70%,Slightly,Fair,Always,Not motivated,Very engaged,Rarely,Very effective,0
19,F,1,housewife,0,janitor,18000,77,74.0,70.0,73.0,71.0,70.0,81.0,70.0,74.0,70.0,78.0,76.0,81.0,5-10 hours,Always,0,Less than 50%,Slightly,Fair,Often,Not motivated,Moderately engaged,Rarely,Not effective,0
20,M,4,office clerk,20000,construction worker,22000,82,74.3,72.0,72.0,80.0,72.0,73.0,71.0,70.0,77.0,79.0,70.0,81.0,Less than 5 hours,Often,1,More than 90%,Very actively,Fair,Often,Very motivated,Very engaged,Often,Very effective,0
18,F,5,vendor,10000,security guard,12000,76,74.3,70.0,79.0,70.0,71.0,79.0,71.0,82.0,78.0,71.0,74.0,72.0,Less than 5 hours,Always,0,71-90%,Not at all,Good,Always,Very motivated,Slightly engaged,Rarely,Extremely effective,0
19,M,2,teacher,25000,driver,20000,88,74.1,70.0,72.0,73.0,76.0,77.0,71.0,72.0,70.0,79.0,77.0,78.0,Less than 5 hours,Always,1,More than 90%,Very actively,Good,Always,Moderately motivated,Very engaged,Sometimes,Not effective,0
20,F,3,nurse,30000,engineer,35000,94,74.3,71.0,74.0,72.0,77.0,82.0,83.0,70.0,77.0,71.0,70.0,70.0,5-10 hours,Always,1,71-90%,Very actively,Good,Sometimes,Very motivated,Moderately engaged,Rarely,Moderately effective,0
18,M,1,housewife,0,janitor,18000,76,74.3,72.0,70.0,70.0,85.0,70.0,84.0,75.0,72.0,70.0,70.0,79.0,5-10 hours,Often,1,50-70%,Slightly,Poor,Sometimes,Moderately motivated,Very engaged,Often,Extremely effective,0
19,F,4,office clerk,20000,construction worker,22000,80,74.4,74.0,73.0,74.0,82.0,74.0,73.0,70.0,83.0,73.0,72.0,70.0,5-10 hours,Sometimes,1,71-90%,Not at all,Poor,Sometimes,Extremely motivated,Very engaged,Sometimes,Moderately effective,0
20,M,5,vendor,10000,security guard,12000,76,74.3,75.0,77.0,72.0,71.0,70.0,76.0,80.0,73.0,72.0,70.0,81.0,Less than 5 hours,Sometimes,0,Less than 50%,Moderately,Fair,Rarely,Very motivated,Very engaged,Often,Very effective,0
18,F,2,teacher,25000,driver,20000,89,73.1,75.0,75.0,74.0,70.0,71.0,71.0,75.0,71.0,81.0,70.0,71.0,11-15 hours,Rarely,1,71-90%,Slightly,Fair,Always,Very motivated,Very engaged,Often,Extremely effective,0
19,M,3,nurse,30000,engineer,35000,95,73.9,73.0,70.0,78.0,71.0,72.0,79.0,75.0,77.0,74.0,70.0,74.0,More than 20 hours,Sometimes,1,50-70%,Slightly,Poor,Sometimes,Extremely motivated,Extremely engaged,Often,Extremely effective,0
20,F,1,housewife,0,janitor,18000,76,73.3,71.0,73.0,79.0,73.0,71.0,72.0,74.0,70.0,74.0,73.0,76.0,Less than 5 hours,Rarely,0,71-90%,Not at all,Good,Sometimes,Very motivated,Moderately engaged,Often,Extremely effective,0
18,M,4,office clerk,20000,construction worker,22000,82,74.3,70.0,72.0,73.0,75.0,75.0,78.0,78.0,71.0,70.0,84.0,71.0,Less than 5 hours,Sometimes,1,50-70%,Moderately,Excellent,Always,Very motivated,Slightly engaged,Rarely,Very effective,0
19,F,5,vendor,10000,security guard,12000,76,73.6,71.0,74.0,77.0,70.0,70.0,72.0,80.0,81.0,70.0,75.0,70.0,5-10 hours,Sometimes,1,More than 90%,Extremely actively,Fair,Often,Very motivated,Moderately engaged,Sometimes,Extremely effective,0
20,M,2,teacher,25000,driver,20000,90,74.3,76.0,70.0,73.0,80.0,74.0,72.0,71.0,78.0,73.0,77.0,73.0,11-15 hours,Rarely,1,71-90%,Not at all,Good,Often,Very motivated,Moderately engaged,Rarely,Very effective,0
18,F,3,nurse,30000,engineer,35000,97,74.1,79.0,72.0,81.0,72.0,72.0,77.0,70.0,73.0,73.0,72.0,74.0,16-20 hours,Rarely,1,71-90%,Moderately,Good,Often,Not motivated,Very engaged,Never,Extremely effective,0
19,M,1,housewife,0,janitor,18000,76,74.4,70.0,76.0,72.0,73.0,73.0,76.0,76.0,75.0,71.0,84.0,72.0,5-10 hours,Often,1,Less than 50%,Not at all,Good,Often,Very motivated,Moderately engaged,Often,Extremely effective,0
20,F,4,office clerk,20000,construction worker,22000,77,74.4,72.0,73.0,79.0,83.0,71.0,71.0,71.0,78.0,72.0,78.0,70.0,Less than 5 hours,Always,1,Less than 50%,Not at all,Poor,Always,Extremely motivated,Moderately engaged,Often,Not effective,0
18,F,1,housewife,0,janitor,18000,77,73.7,74.0,72.0,72.0,72.0,73.0,70.0,84.0,78.0,73.0,70.0,73.0,Less than 5 hours,Often,0,Less than 50%,Slightly,Fair,Always,Extremely motivated,Very engaged,Often,Extremely effective,0
19,M,2,teacher,25000,driver,20000,84,74.2,73.0,73.0,73.0,70.0,74.0,75.0,85.0,74.0,70.0,78.0,71.0,5-10 hours,Rarely,1,Less than 50%,Slightly,Excellent,Sometimes,Very motivated,Very engaged,Often,Extremely effective,0
20,F,3,nurse,30000,engineer,35000,91,74.3,85.0,74.0,72.0,74.0,71.0,74.0,82.0,71.0,70.0,74.0,70.0,11-15 hours,Sometimes,1,Less than 50%,Slightly,Poor,Always,Very motivated,Very engaged,Often,Not effective,0
18,M,4,office clerk,20000,construction worker,22000,81,73.9,84.0,75.0,76.0,80.0,72.0,72.0,70.0,72.0,70.0,71.0,71.0,Less than 5 hours,Always,1,71-90%,Slightly,Excellent,Always,Very motivated,Moderately engaged,Rarely,Very effective,0
19,F,5,vendor,10000,security guard,12000,76,74.4,74.0,73.0,80.0,71.0,70.0,79.0,70.0,84.0,77.0,70.0,70.0,More than 20 hours,Often,0,71-90%,Slightly,Poor,Always,Extremely motivated,Extremely engaged,Often,Extremely effective,0
20,M,2,teacher,25000,driver,20000,86,73.2,70.0,71.0,70.0,70.0,78.0,77.0,76.0,71.0,75.0,74.0,73.0,16-20 hours,Rarely,1,71-90%,Very actively,Poor,Always,Moderately motivated,Very engaged,Never,Very effective,0
18,F,3,nurse,30000,engineer,35000,95,73.8,74.0,71.0,73.0,70.0,85.0,70.0,72.0,75.0,77.0,74.0,71.0,5-10 hours,Never,1,71-90%,Moderately,Good,Sometimes,Extremely motivated,Very engaged,Often,Extremely effective,0
19,M,1,housewife,0,janitor,18000,77,74.0,72.0,70.0,72.0,71.0,80.0,71.0,73.0,75.0,72.0,80.0,78.0,Less than 5 hours,Rarely,0,71-90%,Very actively,Excellent,Always,Moderately motivated,Slightly engaged,Often,Extremely effective,0
20,F,4,office clerk,20000,construction worker,22000,82,74.5,70.0,71.0,77.0,72.0,81.0,74.0,75.0,74.0,71.0,74.0,80.0,11-15 hours,Never,1,More than 90%,Not at all,Fair,Often,Not motivated,Very engaged,Sometimes,Not effective,0
18,M,5,vendor,10000,security guard,12000,76,74.3,74.0,71.0,73.0,76.0,71.0,74.0,73.0,74.0,79.0,75.0,77.0,More than 20 hours,Often,1,Less than 50%,Extremely actively,Poor,Always,Extremely motivated,Slightly engaged,Sometimes,Moderately effective,0
19,F,2,teacher,25000,driver,20000,88,74.5,72.0,75.0,78.0,77.0,73.0,75.0,70.0,73.0,70.0,77.0,79.0,Less than 5 hours,Often,1,Less than 50%,Very actively,Fair,Often,Very motivated,Slightly engaged,Rarely,Very effective,0
20,M,3,nurse,30000,engineer,35000,93,74.2,72.0,72.0,71.0,74.0,70.0,78.0,70.0,77.0,83.0,77.0,72.0,5-10 hours,Always,1,71-90%,Moderately,Good,Always,Very motivated,Very engaged,Never,Extremely effective,0
18,F,1,housewife,0,janitor,18000,78,74.2,74.0,73.0,71.0,73.0,81.0,76.0,70.0,84.0,70.0,74.0,70.0,Less than 5 hours,Always,0,71-90%,Slightly,Poor,Often,Extremely motivated,Moderately engaged,Often,Not effective,0
19,M,4,office clerk,20000,construction worker,22000,80,74.4,77.0,70.0,70.0,76.0,76.0,75.0,75.0,71.0,71.0,79.0,78.0,5-10 hours,Sometimes,1,50-70%,Slightly,Fair,Rarely,Very motivated,Very engaged,Often,Extremely effective,0
20,F,5,vendor,10000,security guard,12000,76,73.8,71.0,73.0,72.0,71.0,74.0,75.0,70.0,71.0,79.0,80.0,76.0,5-10 hours,Sometimes,1,71-90%,Very actively,Good,Always,Very motivated,Very engaged,Never,Very effective,0
18,M,2,teacher,25000,driver,20000,90,73.8,76.0,70.0,80.0,72.0,74.0,73.0,75.0,78.0,72.0,71.0,71.0,Less than 5 hours,Often,1,71-90%,Very actively,Poor,Always,Very motivated,Extremely engaged,Often,Moderately effective,0
19,F,3,nurse,30000,engineer,35000,94,74.1,75.0,79.0,76.0,76.0,76.0,71.0,70.0,70.0,72.0,76.0,74.0,Less than 5 hours,Often,1,71-90%,Slightly,Poor,Always,Extremely motivated,Extremely engaged,Never,Very effective,0
20,M,1,housewife,0,janitor,18000,76,74.5,70.0,76.0,72.0,74.0,70.0,74.0,83.0,75.0,76.0,77.0,72.0,16-20 hours,Always,0,71-90%,Very actively,Poor,Often,Very motivated,Very engaged,Often,Extremely effective,0
18,F,4,office clerk,20000,construction worker,22000,79,74.5,71.0,72.0,74.0,72.0,74.0,70.0,80.0,81.0,72.0,83.0,70.0,5-10 hours,Rarely,1,71-90%,Slightly,Excellent,Sometimes,Very motivated,Slightly engaged,Never,Not effective,0
19,M,5,vendor,10000,security guard,12000,76,74.0,71.0,82.0,77.0,72.0,73.0,77.0,70.0,70.0,71.0,78.0,73.0,5-10 hours,Sometimes,1,More than 90%,Moderately,Good,Always,Very motivated,Very engaged,Never,Very effective,0
20,F,2,teacher,25000,driver,20000,87,73.5,79.0,70.0,70.0,77.0,70.0,70.0,76.0,73.0,74.0,71.0,78.0,16-20 hours,Sometimes,1,71-90%,Very actively,Good,Often,Very motivated,Very engaged,Often,Not effective,0
18,M,3,nurse,30000,engineer,35000,93,73.7,71.0,83.0,74.0,76.0,72.0,77.0,72.0,70.0,72.0,74.0,70.0,Less than 5 hours,Always,1,50-70%,Not at all,Good,Sometimes,Very motivated,Very engaged,Often,Not effective,0
19,F,1,housewife,0,janitor,18000,77,73.5,70.0,78.0,72.0,74.0,73.0,72.0,72.0,72.0,74.0,72.0,80.0,Less than 5 hours,Sometimes,0,Less than 50%,Not at all,Fair,Often,Not motivated,Very engaged,Rarely,Very effective,0
20,M,4,office clerk,20000,construction worker,22000,82,74.3,70.0,71.0,70.0,74.0,73.0,72.0,81.0,71.0,79.0,84.0,72.0,11-15 hours,Always,1,More than 90%,Not at all,Poor,Often,Not motivated,Extremely engaged,Sometimes,Very effective,0
18,F,5,vendor,10000,security guard,12000,76,74.0,74.0,77.0,73.0,72.0,84.0,72.0,70.0,74.0,70.0,76.0,72.0,Less than 5 hours,Often,1,71-90%,Not at all,Good,Often,Moderately motivated,Very engaged,Often,Not effective,0
19,M,2,teacher,25000,driver,20000,88,74.4,81.0,73.0,79.0,72.0,72.0,72.0,73.0,72.0,78.0,74.0,72.0,More than 20 hours,Sometimes,1,71-90%,Moderately,Good,Sometimes,Extremely motivated,Extremely engaged,Rarely,Very effective,0
20,F,3,nurse,30000,engineer,35000,94,74.2,71.0,70.0,73.0,72.0,79.0,77.0,74.0,70.0,79.0,72.0,79.0,5-10 hours,Always,1,Less than 50%,Moderately,Good,Often,Very motivated,Extremely engaged,Often,Extremely effective,0
18,M,1,housewife,0,janitor,18000,76,73.6,74.0,71.0,70.0,70.0,75.0,78.0,73.0,70.0,72.0,73.0,84.0,5-10 hours,Always,0,50-70%,Extremely actively,Poor,Always,Very motivated,Moderately engaged,Rarely,Very effective,0
19,F,4,office clerk,20000,construction worker,22000,80,74.5,83.0,71.0,73.0,79.0,72.0,76.0,71.0,71.0,71.0,78.0,74.0,5-10 hours,Often,1,Less than 50%,Not at all,Excellent,Rarely,Not motivated,Moderately engaged,Often,Extremely effective,0
20,M,5,vendor,10000,security guard,12000,76,74.5,71.0,81.0,70.0,72.0,82.0,75.0,78.0,72.0,72.0,73.0,73.0,5-10 hours,Sometimes,1,More than 90%,Moderately,Poor,Often,Moderately motivated,Slightly engaged,Sometimes,Extremely effective,0
18,F,2,teacher,25000,driver,20000,89,73.2,75.0,74.0,70.0,76.0,71.0,77.0,70.0,70.0,70.0,75.0,77.0,Less than 5 hours,Often,1,71-90%,Slightly,Fair,Always,Not motivated,Moderately engaged,Often,Very effective,0
19,M,3,nurse,30000,engineer,35000,95,74.4,81.0,70.0,70.0,71.0,74.0,74.0,76.0,80.0,73.0,78.0,71.0,Less than 5 hours,Rarely,1,50-70%,Very actively,Excellent,Sometimes,Extremely motivated,Very engaged,Often,Not effective,0
20,F,1,housewife,0,janitor,18000,76,74.0,70.0,78.0,75.0,70.0,76.0,72.0,70.0,70.0,78.0,84.0,71.0,5-10 hours,Never,0,More than 90%,Moderately,Poor,Always,Moderately motivated,Slightly engaged,Rarely,Very effective,0
18,M,4,office clerk,20000,construction worker,22000,82,74.5,70.0,73.0,79.0,80.0,70.0,75.0,71.0,71.0,75.0,76.0,79.0,Less than 5 hours,Rarely,1,71-90%,Not at all,Excellent,Often,Extremely motivated,Moderately engaged,Often,Moderately effective,0
19,F,5,vendor,10000,security guard,12000,76,72.9,74.0,74.0,74.0,74.0,70.0,70.0,72.0,71.0,76.0,73.0,74.0,11-15 hours,Sometimes,1,More than 90%,Very actively,Excellent,Always,Extremely motivated,Moderately engaged,Never,Not effective,0
20,M,2,teacher,25000,driver,20000,90,74.5,75.0,73.0,73.0,72.0,82.0,71.0,78.0,75.0,70.0,80.0,70.0,Less than 5 hours,Often,1,Less than 50%,Moderately,Fair,Always,Extremely motivated,Very engaged,Often,Very effective,0
18,F,3,nurse,30000,engineer,35000,97,73.4,85.0,72.0,71.0,70.0,74.0,74.0,71.0,70.0,75.0,75.0,70.0,5-10 hours,Sometimes,1,More than 90%,Not at all,Poor,Often,Very motivated,Extremely engaged,Never,Very effective,0
19,M,1,housewife,0,janitor,18000,76,74.2,71.0,71.0,80.0,70.0,77.0,73.0,76.0,81.0,70.0,72.0,75.0,5-10 hours,Often,0,Less than 50%,Slightly,Good,Often,Very motivated,Slightly engaged,Often,Extremely effective,0
20,F,4,office clerk,20000,construction worker,22000,77,74.4,76.0,70.0,77.0,71.0,74.0,71.0,80.0,71.0,75.0,70.0,83.0,5-10 hours,Often,1,71-90%,Not at all,Good,Always,Extremely motivated,Slightly engaged,Often,Moderately effective,0
18,F,1,housewife,0,janitor,18000,77,73.5,71.0,78.0,74.0,73.0,76.0,70.0,74.0,70.0,80.0,73.0,70.0,5-10 hours,Sometimes,1,71-90%,Very actively,Good,Rarely,Very motivated,Slightly engaged,Rarely,Not effective,0
19,M,2,teacher,25000,driver,20000,84,74.3,83.0,70.0,79.0,72.0,72.0,80.0,71.0,71.0,70.0,78.0,71.0,16-20 hours,Always,1,Less than 50%,Very actively,Excellent,Always,Very motivated,Very engaged,Often,Not effective,0
20,F,3,nurse,30000,engineer,35000,91,73.6,77.0,75.0,70.0,71.0,74.0,79.0,70.0,73.0,70.0,78.0,73.0,16-20 hours,Always,1,50-70%,Very actively,Excellent,Sometimes,Very motivated,Moderately engaged,Often,Very effective,0
18,M,4,office clerk,20000,construction worker,22000,81,72.5,73.0,71.0,72.0,76.0,70.0,70.0,70.0,74.0,73.0,76.0,73.0,More than 20 hours,Sometimes,1,71-90%,Slightly,Poor,Always,Very motivated,Very engaged,Never,Extremely effective,0
19,F,5,vendor,10000,security guard,12000,76,73.9,74.0,72.0,77.0,83.0,74.0,73.0,73.0,70.0,70.0,77.0,70.0,5-10 hours,Never,0,Less than 50%,Slightly,Good,Often,Extremely motivated,Moderately engaged,Often,Moderately effective,0
20,M,2,teacher,25000,driver,20000,86,74.4,70.0,72.0,79.0,82.0,82.0,76.0,70.0,71.0,70.0,71.0,75.0,5-10 hours,Often,1,71-90%,Moderately,Fair,Always,Moderately motivated,Very engaged,Often,Very effective,0
